,Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
293317,1235,SI,2024-07-20,93.2,1.99,5.47,"Wrobleski, Justin",646240,680736,,foul,,,,,8.0,Rafael Devers flies out to shortstop Miguel Rojas.,R,L,L,LAD,BOS,S,,,0,1,2024,1.2,0.78,0.2,2.15,,,,0,4,Top,,,,,,,-7.108668747489573,-135.61496788999344,-4.444311333510955,16.401555144663142,28.955397428134347,-21.70996657118077,3.44,1.57,311.0,90.7,38.0,91.7,2266.0,5.3,746121,669257,518692,666158,621035,500743,606192,681546,681624,55.18,,,,,,,,24,2,Sinker,1,0,0,1,0,1,0,1,Infield shade,Standard,138.0,0.0,-0.049,69.9,6.8,,0.049,90.7,1,-1,0.629,0.371,23,27,24,28,2,1,7.0,1.0,7.0,1.0,1.83,1.2,1.2,35.3
293318,1262,SL,2024-07-20,81.5,2.24,5.47,"Wrobleski, Justin",646240,680736,,called_strike,,,,,1.0,Rafael Devers flies out to shortstop Miguel Rojas.,R,L,L,LAD,BOS,S,,,0,0,2024,-1.06,0.0,-0.83,3.39,,,,0,4,Top,,,,,,,-4.756493289354481,-118.55785437880436,1.844795002240211,-9.049209392537993,23.468419058238155,-32.727601541545816,3.71,1.83,,,,79.6,2343.0,5.1,746121,669257,518692,666158,621035,500743,606192,681546,681624,55.42,,,,,,,,24,1,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,296.0,0.0,-0.033,,,,0.033,,1,-1,0.629,0.371,23,27,24,28,2,1,7.0,1.0,7.0,1.0,3.44,-1.06,-1.06,36.7
293393,3181,FF,2024-07-20,96.5,1.92,5.67,"Wrobleski, Justin",646240,680736,strikeout,swinging_strike,,,,,4.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,2.0,,1,2,2024,0.39,1.33,-0.63,2.71,,,680776.0,2,1,Top,,,,,,,-7.518157762730794,-140.47730106034192,-5.296091322650835,6.687518129738469,28.082036730292334,-13.496604200861324,3.44,1.57,,,,95.0,2405.0,5.2,746121,669257,518692,666158,621035,500743,606192,681546,681624,55.35,,0.0,0.0,1.0,0.0,0.0,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,143.0,0.022,-0.165,75.6,8.2,,0.165,,0,0,0.525,0.475,23,27,24,28,1,0,7.0,1.0,7.0,1.0,1.09,0.39,0.39,36.7
293394,3245,FF,2024-07-20,95.0,2.07,5.61,"Wrobleski, Justin",646240,680736,,swinging_strike,,,,,1.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,,,1,1,2024,0.53,1.34,-0.34,3.34,,,680776.0,2,1,Top,,,,,,,-7.336454871554621,-138.2696088287787,-3.287184811670421,8.262475671896919,26.90564153884894,-14.35716868237122,3.44,1.57,,,,93.9,2432.0,5.3,746121,669257,518692,666158,621035,500743,606192,681546,681624,55.15,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,139.0,0.0,-0.05,70.6,6.7,,0.05,,0,0,0.525,0.475,23,27,24,28,1,0,7.0,1.0,7.0,1.0,1.16,0.53,0.53,39.3
293395,3410,FF,2024-07-20,96.1,1.97,5.67,"Wrobleski, Justin",646240,680736,,swinging_strike,,,,,1.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,,,1,0,2024,0.53,1.43,-0.42,3.03,,,680776.0,2,1,Top,,,,,,,-7.369234618733744,-139.88563851654405,-4.6202384446554845,8.485222060477733,28.15081509449188,-12.514314003409371,3.44,1.57,,,,94.9,2420.0,5.3,746121,669257,518692,666158,621035,500743,606192,681546,681624,55.19,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,148.0,0.0,-0.04,74.1,7.3,,0.04,,0,0,0.525,0.475,23,27,24,28,1,0,7.0,1.0,7.0,1.0,1.02,0.53,0.53,38.9
293396,3496,FF,2024-07-20,95.0,2.04,5.61,"Wrobleski, Justin",646240,680736,,ball,,,,,7.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,B,,,0,0,2024,0.67,1.27,-0.69,1.9,,,680776.0,2,1,Top,,,,,,,-8.545833518405374,-138.1112733102107,-6.913355011285641,10.338889424967396,26.85853269001064,-14.482699306284868,3.52,1.66,,,,94.5,2439.0,5.8,746121,669257,518692,666158,621035,500743,606192,681546,681624,54.73,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,144.0,0.0,0.028,,,,-0.028,,0,0,0.525,0.475,23,27,24,28,1,0,7.0,1.0,7.0,1.0,1.23,0.67,0.67,40.0
297478,2755,SI,2024-07-19,85.8,3.18,4.83,"Yarbrough, Ryan",646240,642232,double_play,hit_into_play,,,,,6.0,"Red Sox challenged (play at 1st), call on the field was upheld: Rafael Devers flies into a double play, left fielder Miguel Vargas to first baseman Freddie Freeman.   Tyler O'Neill out at 1st.",R,L,L,LAD,BOS,X,7.0,fly_ball,1,2,2024,1.23,0.24,0.49,2.43,,,641933.0,1,8,Top,84.22,103.27,,,,,-8.817493693699014,-124.70486240590552,0.0677393331280662,14.515549941813836,23.44185516756312,-29.900449806088908,3.44,1.57,237.0,74.8,30.0,85.8,1821.0,6.2,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.26,0.374,0.337,0.0,1.0,0.0,0.0,3.0,56,5,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,99.0,0.052,-0.219,64.4,6.7,0.41,0.219,88.0,-1,1,0.245,0.755,32,27,33,28,1,3,5.0,5.0,2.0,1.0,2.85,1.23,1.23,7.5
297479,2894,CU,2024-07-19,71.5,3.32,4.45,"Yarbrough, Ryan",646240,642232,,ball,,,,,13.0,"Red Sox challenged (play at 1st), call on the field was upheld: Rafael Devers flies into a double play, left fielder Miguel Vargas to first baseman Freddie Freeman.   Tyler O'Neill out at 1st.",R,L,L,LAD,BOS,B,,,0,2,2024,-0.96,0.35,-1.69,1.29,,,641933.0,1,8,Top,,,,,,,-8.22903813943264,-103.79943722399602,0.7323201995136337,-5.549949374086914,17.427764806405012,-29.97873705213392,3.42,1.45,,,,71.2,2213.0,6.2,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.28,,,,,,,,56,4,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,262.0,0.0,0.026,,,,-0.026,,-1,1,0.245,0.755,32,27,33,28,1,3,5.0,5.0,2.0,1.0,4.13,-0.96,-0.96,4.4
297480,2980,CU,2024-07-19,71.2,3.32,4.49,"Yarbrough, Ryan",646240,642232,,foul,,,,,6.0,"Red Sox challenged (play at 1st), call on the field was upheld: Rafael Devers flies into a double play, left fielder Miguel Vargas to first baseman Freddie Freeman.   Tyler O'Neill out at 1st.",R,L,L,LAD,BOS,S,,,0,2,2024,-1.07,0.43,0.36,2.76,,,641933.0,1,8,Top,,,,,,,-3.985737767152728,-103.51334715602712,3.441818502187862,-7.035245358059975,17.50716084146115,-29.92640043564868,3.44,1.57,11.0,41.6,-13.0,70.8,2197.0,6.1,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.43,,,,,,,,56,3,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,261.0,0.0,0.0,72.7,7.3,,0.0,88.0,-1,1,0.245,0.755,32,27,33,28,1,3,5.0,5.0,2.0,1.0,4.08,-1.07,-1.07,6.4
297481,3129,SI,2024-07-19,86.0,3.23,4.71,"Yarbrough, Ryan",646240,642232,,called_strike,,,,,8.0,"Red Sox challenged (play at 1st), call on the field was upheld: Rafael Devers flies into a double play, left fielder Miguel Vargas to first baseman Freddie Freeman.   Tyler O'Neill out at 1st.",R,L,L,LAD,BOS,S,,,0,1,2024,1.32,0.0,-0.15,1.52,,,641933.0,1,8,Top,,,,,,,-10.612406253268343,-124.84269201060177,-1.3566160295068488,15.786531458360884,22.24694766392714,-32.08082110722368,3.49,1.59,,,,86.0,1857.0,6.2,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.35,,,,,,,,56,2,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,100.0,0.0,-0.061,,,,0.061,,-1,1,0.245,0.755,32,27,33,28,1,3,5.0,5.0,2.0,1.0,3.06,1.32,1.32,8.4
297482,3172,CU,2024-07-19,69.7,3.44,4.51,"Yarbrough, Ryan",646240,642232,,swinging_strike,,,,,13.0,"Red Sox challenged (play at 1st), call on the field was upheld: Rafael Devers flies into a double play, left fielder Miguel Vargas to first baseman Freddie Freeman.   Tyler O'Neill out at 1st.",R,L,L,LAD,BOS,S,,,0,0,2024,-1.24,0.24,-1.09,2.07,,,641933.0,1,8,Top,,,,,,,-6.622679980962034,-101.30492920919458,2.6801411692059647,-7.3576724490131635,17.633003192892755,-31.226889123770928,3.44,1.57,,,,69.1,2183.0,6.0,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.48,,,,,,,,56,1,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,262.0,0.0,-0.047,67.7,8.6,,0.047,,-1,1,0.245,0.755,32,27,33,28,1,3,5.0,5.0,2.0,1.0,4.48,-1.24,-1.24,5.0
297558,3261,FF,2024-07-19,96.4,2.54,5.48,"Banda, Anthony",646240,607455,strikeout,swinging_strike,,,,,5.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,2.0,,2,2,2024,0.92,1.16,-0.13,2.62,,,641933.0,0,6,Top,,,,,,,-9.1700590298343,-140.0923009454952,-4.660787985992542,14.164647214726209,31.859536240994963,-15.965243869674746,3.44,1.57,,,,96.3,2197.0,6.3,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.2,,0.0,0.0,1.0,0.0,0.0,,40,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,133.0,0.035,-0.342,72.2,6.6,,0.342,,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,1.3,0.92,0.92,34.9
297559,3338,SI,2024-07-19,96.6,2.8,5.33,"Banda, Anthony",646240,607455,,foul,,,,,4.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,,,2,2,2024,1.47,0.76,-0.38,2.78,,,641933.0,0,6,Top,,,,,,,-11.780064915780349,-140.1870466132047,-2.9348560328455795,21.9788058047014,31.25925587886116,-21.68079997756138,3.44,1.57,320.0,97.5,26.0,96.4,2108.0,6.3,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.19,,,,,,,,40,5,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,134.0,0.0,0.0,72.7,6.9,,0.0,97.5,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,1.7,1.47,1.47,33.1
297560,3464,SL,2024-07-19,86.4,2.74,5.24,"Banda, Anthony",646240,607455,,blocked_ball,,,,,13.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,B,,,1,2,2024,-0.14,0.13,-3.42,0.63,,,641933.0,0,6,Top,,,,,,,-14.32302019089055,-124.89379292561036,-4.890717619822373,1.7220272699975632,27.688545047025745,-29.904492385181992,3.49,1.58,,,,85.7,2469.0,6.4,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.07,,,,,,,,40,4,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,355.0,0.0,0.067,,,,-0.067,,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,2.99,-0.14,-0.14,31.1
297561,3604,SI,2024-07-19,96.3,2.66,5.39,"Banda, Anthony",646240,607455,,called_strike,,,,,5.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,,,1,1,2024,1.37,0.84,-0.11,2.58,,,641933.0,0,6,Top,,,,,,,-10.452827526074636,-139.94379914760003,-3.817594548546472,20.35091959981413,29.54048657644062,-20.46100180388695,3.58,1.68,,,,96.4,2265.0,6.3,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.2,,,,,,,,40,3,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,131.0,0.0,-0.074,,,,0.074,,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,1.61,1.37,1.37,34.5
297562,3636,SI,2024-07-19,95.7,2.85,5.4,"Banda, Anthony",646240,607455,,ball,,,,,12.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,B,,,0,1,2024,1.34,0.74,0.87,3.79,,,641933.0,0,6,Top,,,,,,,-8.233905279073566,-139.1747901875837,-0.3241423657314147,19.256777117867863,29.26186702408916,-22.65797815477878,3.56,1.52,,,,95.8,2141.0,6.3,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.24,,,,,,,,40,2,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,131.0,0.0,0.052,,,,-0.052,,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,1.74,1.34,1.34,32.4
297563,3838,SI,2024-07-19,93.8,2.8,5.37,"Banda, Anthony",646240,607455,,foul,,,,,6.0,Rafael Devers strikes out swinging.,R,L,L,LAD,BOS,S,,,0,0,2024,1.41,0.74,0.64,2.6,,,641933.0,0,6,Top,,,,,,,-8.700651985858197,-136.36459247836262,-3.097113933216624,19.54078505012424,28.48486703919022,-22.460915942343146,3.44,1.57,2.0,51.0,-52.0,93.9,2051.0,6.3,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.2,,,,,,,,40,1,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,132.0,0.0,-0.063,68.6,7.0,,0.063,88.0,-1,1,0.296,0.704,30,27,31,28,1,2,5.0,5.0,1.0,1.0,1.85,1.41,1.41,32.0
297623,1128,SI,2024-07-19,95.4,-1.94,5.56,"Stone, Gavin",646240,694813,single,hit_into_play,,,,,4.0,"Rafael Devers singles on a sharp ground ball to third baseman Chris Taylor, deflected by pitcher Gavin Stone.   Tyler O'Neill to 2nd.",R,L,R,LAD,BOS,X,1.0,ground_ball,2,2,2024,-1.18,0.87,-0.69,2.44,,,641933.0,0,4,Top,126.07,181.27,,,,,5.969808262518024,-138.82301160862937,-4.602623675113216,-16.578894825852288,28.93264686070916,-20.04246801619886,3.44,1.57,54.0,113.6,0.0,96.4,2136.0,6.7,746123,669257,518692,666158,621035,500743,678246,681624,606192,53.81,0.56,0.519,0.9,1.0,1.0,0.0,4.0,24,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,212.0,-0.063,0.693,78.0,7.4,0.613,-0.693,113.6,0,0,0.456,0.544,25,27,26,28,2,1,9.0,5.0,7.0,1.0,1.62,1.18,-1.18,48.0
297624,1156,CH,2024-07-19,86.5,-2.2,5.51,"Stone, Gavin",646240,694813,,ball,,,,,11.0,"Rafael Devers singles on a sharp ground ball to third baseman Chris Taylor, deflected by pitcher Gavin Stone.   Tyler O'Neill to 2nd.",R,L,R,LAD,BOS,B,,,1,2,2024,-1.06,0.38,-1.66,2.71,,,641933.0,0,4,Top,,,,,,,3.4677505392911416,-126.02572134956374,-1.3031681689135806,-11.98368125866143,23.55182786043467,-28.04076483387592,3.43,1.45,,,,87.4,1714.0,6.6,746123,669257,518692,666158,621035,500743,678246,681624,606192,53.88,,,,,,,,24,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,249.0,0.0,0.067,,,,-0.067,,0,0,0.456,0.544,25,27,26,28,2,1,9.0,5.0,7.0,1.0,2.64,1.06,-1.06,43.2
297625,1177,FF,2024-07-19,94.3,-2.0,5.57,"Stone, Gavin",646240,694813,,foul,,,,,1.0,"Rafael Devers singles on a sharp ground ball to third baseman Chris Taylor, deflected by pitcher Gavin Stone.   Tyler O'Neill to 2nd.",R,L,R,LAD,BOS,S,,,1,1,2024,-0.79,1.34,-0.46,3.54,,,641933.0,0,4,Top,,,,,,,5.784232715759371,-137.19614545258307,-2.5611186893231355,-11.301979630761776,30.96789749464084,-14.938212420231208,3.44,1.57,,,,94.6,2185.0,6.5,746123,669257,518692,666158,621035,500743,678246,681624,606192,53.96,,,,,,,,24,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,218.0,0.0,-0.074,70.7,6.9,,0.074,,0,0,0.456,0.544,25,27,26,28,2,1,9.0,5.0,7.0,1.0,1.23,0.79,-0.79,46.4
297626,1193,CH,2024-07-19,87.7,-2.09,5.6,"Stone, Gavin",646240,694813,,foul,,,,,13.0,"Rafael Devers singles on a sharp ground ball to third baseman Chris Taylor, deflected by pitcher Gavin Stone.   Tyler O'Neill to 2nd.",R,L,R,LAD,BOS,S,,,1,0,2024,-1.23,0.37,-0.66,1.13,,,641933.0,0,4,Top,,,,,,,6.008750362171095,-127.60765123833256,-5.480516669864529,-14.67876450420508,25.00401216863096,-27.25712804293273,3.44,1.57,,,,88.1,1713.0,6.4,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.05,,,,,,,,24,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,244.0,0.0,-0.074,78.8,8.6,,0.074,,0,0,0.456,0.544,25,27,26,28,2,1,9.0,5.0,7.0,1.0,2.59,1.23,-1.23,46.6
297627,1245,SI,2024-07-19,95.5,-2.04,5.6,"Stone, Gavin",646240,694813,,ball,,,,,13.0,"Rafael Devers singles on a sharp ground ball to third baseman Chris Taylor, deflected by pitcher Gavin Stone.   Tyler O'Neill to 2nd.",R,L,R,LAD,BOS,B,,,0,0,2024,-1.38,1.01,-0.4,1.26,,,641933.0,0,4,Top,,,,,,,7.469939224293331,-138.74103161110767,-8.074942283018824,-19.510654748912057,31.22029255567394,-17.464684001778007,3.5,1.56,,,,95.9,2112.0,6.6,746123,669257,518692,666158,621035,500743,678246,681624,606192,53.89,,,,,,,,24,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,217.0,0.0,0.062,,,,-0.062,,0,0,0.456,0.544,25,27,26,28,2,1,9.0,5.0,7.0,1.0,1.5,1.38,-1.38,49.1
297707,2449,CH,2024-07-19,88.1,-2.1,5.59,"Stone, Gavin",646240,694813,field_out,hit_into_play,,,,,8.0,Rafael Devers lines out to right fielder Teoscar Hernández.,R,L,R,LAD,BOS,X,9.0,line_drive,0,1,2024,-0.92,0.89,-0.19,1.78,,680776.0,,2,1,Top,192.24,77.12,,,,,6.5685774923141045,-128.10579376721233,-5.042076475934729,-11.42223372239202,24.72883078512919,-21.52559363611514,3.44,1.57,341.0,99.4,21.0,88.6,1808.0,6.5,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.03,0.343,0.439,0.0,1.0,0.0,0.0,5.0,4,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,246.0,0.032,-0.289,87.3,8.0,0.7,0.289,99.4,0,0,0.515,0.485,25,27,26,28,1,0,9.0,5.0,7.0,1.0,2.04,0.92,-0.92,45.1
297708,2484,CH,2024-07-19,87.9,-2.1,5.59,"Stone, Gavin",646240,694813,,swinging_strike,,,,,7.0,Rafael Devers lines out to right fielder Teoscar Hernández.,R,L,R,LAD,BOS,S,,,0,0,2024,-1.22,0.53,-0.62,2.08,,680776.0,,2,1,Top,,,,,,,6.143605433796495,-127.93206107523564,-3.521197972469759,-14.69215900452929,25.551882379222164,-25.826627452346788,3.44,1.57,,,,88.1,1718.0,6.4,746123,669257,518692,666158,621035,500743,678246,681624,606192,54.14,,,,,,,,4,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,244.0,0.0,-0.045,79.2,8.1,,0.045,,0,0,0.515,0.485,25,27,26,28,1,0,9.0,5.0,7.0,1.0,2.41,1.22,-1.22,45.2
300752,3198,FF,2024-07-14,93.7,1.59,6.39,"Smith, Will",646240,519293,walk,ball,,,,,12.0,Rafael Devers walks.,R,L,L,BOS,KC,B,,,3,2,2024,0.33,1.28,1.21,3.27,,,,0,7,Bot,,,,,,,-1.6797462459212589,-136.5213285188309,-5.253965365104156,4.444684387011017,25.06683615046482,-15.121507373722949,3.43,1.67,,,,94.1,2340.0,6.1,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.41,,0.689131,0.7,1.0,0.0,0.0,,59,8,4-Seam Fastball,4,3,4,3,3,4,4,3,Infield shade,Standard,150.0,0.028,0.333,,,,-0.333,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,1.27,0.33,0.33,46.0
300753,3316,SL,2024-07-14,81.8,1.66,6.31,"Smith, Will",646240,519293,,ball,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,KC,B,,,2,2,2024,-0.35,-0.42,-1.19,2.24,,,,0,7,Bot,,,,,,,-5.72909502336711,-119.16689842846873,-1.9395354113627807,-2.5089300431316346,18.295445043477773,-36.146348148963554,3.43,1.5,,,,82.0,2443.0,5.9,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.55,,,,,,,,59,7,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,311.0,0.0,0.096,,,,-0.096,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,3.77,-0.35,-0.35,41.3
300754,3567,SL,2024-07-14,82.7,1.68,6.34,"Smith, Will",646240,519293,,foul,,,,,11.0,Rafael Devers walks.,R,L,L,BOS,KC,S,,,2,2,2024,-0.67,0.4,-0.84,3.04,,,,0,7,Bot,,,,,,,-4.419063875358607,-120.43207494599696,-1.879631004513044,-5.800539794635943,21.215705897245453,-28.07968915499412,3.43,1.57,194.0,72.0,42.0,82.7,2446.0,6.0,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.48,,,,,,,,59,6,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,335.0,0.0,0.0,71.3,7.1,,0.0,88.0,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,2.9,-0.67,-0.67,43.3
300755,3625,FF,2024-07-14,91.8,1.48,6.48,"Smith, Will",646240,519293,,ball,,,,,12.0,Rafael Devers walks.,R,L,L,BOS,KC,B,,,1,2,2024,0.66,1.56,1.46,2.86,,,,0,7,Bot,,,,,,,-1.4700165750298635,-133.60172844777537,-6.699115443886692,8.272623624590176,26.5671364905707,-12.278473233213498,3.43,1.61,,,,91.7,2254.0,6.0,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.45,,,,,,,,59,5,4-Seam Fastball,4,3,4,3,3,4,4,3,Infield shade,Standard,146.0,0.0,0.036,,,,-0.036,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,1.13,0.66,0.66,44.9
300756,3797,SL,2024-07-14,81.5,1.8,6.38,"Smith, Will",646240,519293,,foul,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,KC,S,,,1,2,2024,-0.48,-0.34,-0.84,2.09,,,,0,7,Bot,,,,,,,-5.009143154962843,-118.86445255111768,-2.601978111202179,-4.006629329317211,15.971772640266876,-35.26847744735002,3.43,1.57,254.0,81.6,49.0,82.4,2492.0,6.1,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.39,,,,,,,,59,4,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,320.0,0.0,0.0,69.0,7.4,,0.0,88.0,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,3.68,-0.48,-0.48,44.4
300757,3998,SL,2024-07-14,81.3,1.72,6.32,"Smith, Will",646240,519293,,ball,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,KC,B,,,0,2,2024,-0.6,-0.38,-1.4,0.85,,,,0,7,Bot,,,,,,,-5.841245253686338,-118.4306622446556,-5.070153234533168,-4.843223792850767,17.506509312635703,-35.233735355964875,3.43,1.59,,,,81.9,2465.0,6.1,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.35,,,,,,,,59,3,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,326.0,0.0,0.021,,,,-0.021,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,3.76,-0.6,-0.6,42.6
300758,4055,SL,2024-07-14,80.4,1.95,6.35,"Smith, Will",646240,519293,,swinging_strike,,,,,7.0,Rafael Devers walks.,R,L,L,BOS,KC,S,,,0,1,2024,-0.5,-0.32,-0.68,1.84,,,,0,7,Bot,,,,,,,-4.867244997299021,-117.1760895446672,-2.876060029258257,-4.049251369100895,16.475869075967637,-34.9740168983563,3.43,1.57,,,,81.2,2393.0,6.2,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.33,,,,,,,,59,2,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,316.0,0.0,-0.049,72.4,8.4,,0.049,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,3.77,-0.5,-0.5,40.8
300759,4211,SL,2024-07-14,80.6,1.83,6.35,"Smith, Will",646240,519293,,called_strike,,,,,2.0,Rafael Devers walks.,R,L,L,BOS,KC,S,,,0,0,2024,-0.51,-0.22,0.27,3.03,,,,0,7,Bot,,,,,,,-2.492058672082837,-117.71325533571614,-0.5395303980587323,-4.518834437086965,14.999358492745992,-34.37838595912458,3.43,1.52,,,,81.6,2386.0,6.0,746932,666023,686469,686681,672580,677951,679845,641658,592669,54.47,,,,,,,,59,1,Slider,4,3,4,3,3,4,4,3,Infield shade,Standard,312.0,0.0,-0.033,,,,0.033,,1,1,0.794,0.794,34,27,35,28,1,3,4.0,1.0,8.0,5.0,3.62,-0.51,-0.51,40.4
300834,2182,SL,2024-07-14,85.7,2.62,5.21,"Zerpa, Angel",646240,672582,field_out,hit_into_play,,,,,4.0,Rafael Devers flies out to center fielder Kyle Isbel.,R,L,L,BOS,KC,X,8.0,fly_ball,2,1,2024,-0.51,-0.21,-0.72,2.57,680776.0,666152.0,,2,4,Bot,103.49,77.71,,,,,-6.77413843780295,-124.7212881990659,0.3752363650959822,-4.0249267030295615,23.564201627592297,-34.63124467686226,3.43,1.57,306.0,87.5,37.0,84.7,2676.0,5.5,746932,666023,686469,686681,624428,677951,641658,664728,592669,54.98,0.029,0.045,0.0,1.0,0.0,0.0,3.0,39,4,Slider,4,2,4,2,2,4,4,2,Standard,Standard,283.0,-0.038,-0.583,79.2,7.9,0.071,0.583,88.0,2,2,0.799,0.799,24,27,25,28,1,2,4.0,1.0,9.0,5.0,3.29,-0.51,-0.51,30.2
